"Symbol","Name","Exchange"
"WISH","ContextLogic Inc. - Class A Common Stock","NASDAQ"
"WIX","Wix.com Ltd. - Ordinary Shares","NASDAQ"
"WKEY","WISeKey International Holding AG - American Depositary Shares","NASDAQ"
"WKHS","Workhorse Group, Inc. - Common Stock","NASDAQ"
"WLDN","Willdan Group, Inc. - Common Stock","NASDAQ"
"WLFC","Willis Lease Finance Corporation - Common Stock","NASDAQ"
"WLTW","Willis Towers Watson Public Limited Company - Ordinary Shares","NASDAQ"
"WMG","Warner Music Group Corp. - Class A Common Stock","NASDAQ"
"WMPN","William Penn Bancorporation - Common Stock","NASDAQ"
"WNEB","Western New England Bancorp, Inc. - Common Stock","NASDAQ"
"WNW","Wunong Net Technology Company Limited - Ordinary Shares","NASDAQ"
"WOOD","iShares S&P Global Timber & Forestry Index Fund","NASDAQ"
"WOOF","Petco Health and Wellness Company, Inc. - Class A Common Stock","NASDAQ"
"WORX","SCWorx Corp. - Common Stock","NASDAQ"
"WPRT","Westport Fuel Systems Inc - Common Shares","NASDAQ"
"WRAP","Wrap Technologies, Inc. - Common Stock","NASDAQ"
"WRLD","World Acceptance Corporation - Common Stock","NASDAQ"
"WSBC","WesBanco, Inc. - Common Stock","NASDAQ"
"WSBCP","WesBanco, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A","NASDAQ"
"WSBF","Waterstone Financial, Inc. - Common Stock","NASDAQ"
"WSC","WillScot Mobile Mini Holdings Corp. - Class A Common Stock","NASDAQ"
"WSFS","WSFS Financial Corporation - Common Stock","NASDAQ"
"WSTG","Wayside Technology Group, Inc. - Common Stock","NASDAQ"
"WTBA","West Bancorporation - Common Stock","NASDAQ"
"WTER","The Alkaline Water Company Inc. - Common Stock","NASDAQ"
"WTFC","Wintrust Financial Corporation - Common Stock","NASDAQ"
"WTFCM","Wintrust Financial Corporation - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D","NASDAQ"
"WTFCP","Wintrust Financial Corporation - Depositary Shares, Each Representing a 1/1,000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E","NASDAQ"
"WTRE","Watford Holdings Ltd. - Common Shares","NASDAQ"
"WTREP","Watford Holdings Ltd. - 8.25% Cumulative Redeemable Preference Shares","NASDAQ"
"WTRH","Waitr Holdings Inc. - Common Stock","NASDAQ"
"WVE","Wave Life Sciences Ltd. - Ordinary Shares","NASDAQ"
"WVFC","WVS Financial Corp. - Common Stock","NASDAQ"
"WVVI","Willamette Valley Vineyards, Inc. - Common Stock","NASDAQ"
"WVVIP","Willamette Valley Vineyards, Inc. - Series A Redeemable Preferred Stock","NASDAQ"
"WW","WW International, Inc.  - Common Stock","NASDAQ"
"WWD","Woodward, Inc. - Common Stock","NASDAQ"
"WYNN","Wynn Resorts, Limited - Common Stock","NASDAQ"
"XAIR","Beyond Air, Inc. - Common Stock","NASDAQ"
"XBIO","Xenetic Biosciences, Inc. - Common Stock","NASDAQ"
"XBIOW","Xenetic Biosciences, Inc. - Warrants","NASDAQ"
"XBIT","XBiotech Inc. - Common Stock","NASDAQ"
"XCUR","Exicure, Inc. - Common Stock","NASDAQ"
"XEL","Xcel Energy Inc. - Common Stock","NASDAQ"
"XELA","Exela Technologies, Inc. - Common Stock","NASDAQ"
"XELB","Xcel Brands, Inc - Common Stock","NASDAQ"
"XENE","Xenon Pharmaceuticals Inc. - Common Shares","NASDAQ"
"XENT","Intersect ENT, Inc. - Common Stock","NASDAQ"
"XERS","Xeris Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"XFOR","X4 Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"XGN","Exagen Inc. - Common Stock","NASDAQ"
"XLNX","Xilinx, Inc. - Common Stock","NASDAQ"
"XLRN","Acceleron Pharma Inc. - Common Stock","NASDAQ"
"XM","Qualtrics International Inc. - Class A Common Stock","NASDAQ"
"XNCR","Xencor, Inc. - Common Stock","NASDAQ"
"XNET","Xunlei Limited - American Depositary Shares","NASDAQ"
"XOG","Extraction Oil & Gas, Inc. - Common Stock","NASDAQ"
"XOMA","XOMA Corporation - Common Stock","NASDAQ"
"XOMAO","XOMA Corporation - Depositary Shares Rep Series B 8.375% Cumulative Preferred Stock","NASDAQ"
"XOMAP","XOMA Corporation - 8.625% Series A Cumulative Perpetual Preferred Stock","NASDAQ"
"XONE","The ExOne Company - Common Stock","NASDAQ"
"XP","XP Inc. - Class A Common Stock","NASDAQ"
"XPDI","Power & Digital Infrastructure Acquisition Corp. - Class A Common Stock","NASDAQ"
"XPDIU","Power & Digital Infrastructure Acquisition Corp. - Unit","NASDAQ"
"XPDIW","Power & Digital Infrastructure Acquisition Corp. - Warrant","NASDAQ"
"XPEL","XPEL, Inc. - Common Stock","NASDAQ"
"XPER","Xperi Holding Corporation - Common Stock","NASDAQ"
"XRAY","DENTSPLY SIRONA Inc. - Common Stock","NASDAQ"
"XSPA","XpresSpa Group, Inc.  - Common Stock","NASDAQ"
"XT","iShares Exponential Technologies ETF","NASDAQ"
"XTLB","XTL Biopharmaceuticals Ltd. - American Depositary Shares","NASDAQ"
"YELL","Yellow Corporation - Common Stock","NASDAQ"
"YGMZ","MingZhu Logistics Holdings Limited - Ordinary Shares","NASDAQ"
"YI","111, Inc. - American Depositary Shares","NASDAQ"
"YJ","Yunji Inc. - American Depository Shares","NASDAQ"
"YLDE","ClearBridge Dividend Strategy ESG ETF","NASDAQ"
"YMAB","Y-mAbs Therapeutics, Inc. - Common Stock","NASDAQ"
"YMTX","Yumanity Therapeutics, Inc.  - Common Stock","NASDAQ"
"YNDX","Yandex N.V. - Class A Ordinary Shares","NASDAQ"
"YORW","The York Water Company - Common Stock","NASDAQ"
"YQ","17 Education & Technology Group Inc. - American Depositary Shares","NASDAQ"
"YSAC","Yellowstone Acquisition Company - Class A Common Stock","NASDAQ"
"YSACU","Yellowstone Acquisition Company - Units","NASDAQ"
"YSACW","Yellowstone Acquisition Company - Warrants to purchase Class A common stock","NASDAQ"
"YTEN","Yield10 Bioscience, Inc.  - Common Stock","NASDAQ"
"YTRA","Yatra Online, Inc. - Ordinary Shares","NASDAQ"
"YVR","Liquid Media Group Ltd. - Common Shares","NASDAQ"
"YY","JOYY Inc. - American Depositary Shares","NASDAQ"
"Z","Zillow Group, Inc. - Class C Capital Stock","NASDAQ"
"ZAZZT","Tick Pilot Test Stock Class A Common Stock","NASDAQ"
"ZBRA","Zebra Technologies Corporation - Class A Common Stock","NASDAQ"
"ZBZZT","Test Pilot Test Stock Class B Common Stock","NASDAQ"
"ZCMD","Zhongchao Inc. - Class A Ordinary Shares","NASDAQ"
"ZCZZT","Tick Pilot Test Stock Class C ","NASDAQ"
"ZEAL","Zealand Pharma A/S - American Depositary Shares","NASDAQ"
"ZEUS","Olympic Steel, Inc. - Common Stock","NASDAQ"
"ZG","Zillow Group, Inc. - Class A Common Stock","NASDAQ"
"ZGNX","Zogenix, Inc. - Common Stock","NASDAQ"
"ZGYH","Yunhong International - Class A Ordinary Shares","NASDAQ"
"ZGYHR","Yunhong International - Right","NASDAQ"
"ZGYHU","Yunhong International - Unit","NASDAQ"
"ZGYHW","Yunhong International - Warrant","NASDAQ"
"ZI","ZoomInfo Technologies Inc. - Class A Common Stock","NASDAQ"
"ZION","Zions Bancorporation N.A. - Common Stock","NASDAQ"
"ZIONL","Zions Bancorporation N.A. - 6.95% Fixed-to-Floating Rate Subordinated Notes due September 15, 2028","NASDAQ"
"ZIONN","Zions Bancorporation N.A. - Depositary Shares each representing a 1/40th ownership interest in a share of Series H 5.75% Non-Cumulative Perpetual Preferred Stock","NASDAQ"
"ZIONO","Zions Bancorporation N.A. - Depositary Shares each representing a 1/40th ownership interest in a share of Series G Fixed/Floating-Rate Non-Cumulative Perpetual Preferred Stock","NASDAQ"
"ZIONP","Zions Bancorporation N.A. - Depositary Shares each representing a 1/40th ownership interest in a share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock","NASDAQ"
"ZIOP","ZIOPHARM Oncology Inc - Common Stock","NASDAQ"
"ZIXI","Zix Corporation - Common Stock","NASDAQ"
"ZJZZT","NASDAQ TEST STOCK","NASDAQ"
"ZKIN","ZK International Group Co., Ltd - Ordinary Share","NASDAQ"
"ZLAB","Zai Lab Limited - American Depositary Shares","NASDAQ"
"ZM","Zoom Video Communications, Inc. - Class A Common Stock","NASDAQ"
"ZNGA","Zynga Inc. - Class A Common Stock","NASDAQ"
"ZNTE","Zanite Acquisition Corp. - Class A Common Stock","NASDAQ"
"ZNTEU","Zanite Acquisition Corp. - Unit","NASDAQ"
"ZNTEW","Zanite Acquisition Corp. - Warrant","NASDAQ"
"ZNTL","Zentalis Pharmaceuticals, Inc. - common stock","NASDAQ"
"ZS","Zscaler, Inc. - Common Stock","NASDAQ"
"ZSAN","Zosano Pharma Corporation - Common Stock","NASDAQ"
"ZUMZ","Zumiez Inc. - Common Stock","NASDAQ"
"ZVO","Zovio Inc. - Common Stock","NASDAQ"
"ZVZZC","NASDAQ TEST STOCK Nextshares Test Security","NASDAQ"
"ZVZZT","NASDAQ TEST STOCK","NASDAQ"
"ZWRK","Z-Work Acquisition Corp. - Class A Common Stock","NASDAQ"
"ZWRKU","Z-Work Acquisition Corp. - Units","NASDAQ"
"ZWRKW","Z-Work Acquisition Corp. - Warrant","NASDAQ"
"ZWZZT","NASDAQ TEST STOCK","NASDAQ"
"ZXYZ-A","Nasdaq Symbology Test Common Stock","NASDAQ"
"ZXZZT","NASDAQ TEST STOCK","NASDAQ"
"ZY","Zymergen Inc. - Common Stock","NASDAQ"
"ZYNE","Zynerba Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"ZYXI","Zynex, Inc. - Common Stock","NASDAQ"
"A","Agilent Technologies, Inc. Common Stock","NYSE"
"AA","Alcoa Corporation Common Stock ","NYSE"
"AAC","Ares Acquisition Corporation Class A Ordinary Shares","NYSE"
"AAC-UN","Ares Acquisition Corporation Units, each consisting of one Class A ordinary share, and one-fifth of one redeemable warrant","NYSE"
"AAC-WT","Ares Acquisition Corporation Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50","NYSE"
"AAIC","Arlington Asset Investment Corp Class A (new)","NYSE"
"AAIC-PB","Arlington Asset Investment Corp 7.00% ","NYSE"
"AAIC-PC","Arlington Asset Investment Corp 8.250% Seies C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock   ","NYSE"
"AAN","Aarons Holdings Company, Inc. Common Stock ","NYSE"
"AAP","Advance Auto Parts Inc Advance Auto Parts Inc W/I","NYSE"
"AAQC-UN","Accelerate Acquisition Corp. Units, each consisting of one Class A common stock, and one-third of one redeemable warrant","NYSE"
"AAT","American Assets Trust, Inc. Common Stock","NYSE"
"AB","AllianceBernstein Holding L.P.  Units","NYSE"
"ABB","ABB Ltd Common Stock","NYSE"
"ABBV","AbbVie Inc. Common Stock","NYSE"
"ABC","AmerisourceBergen Corporation Common Stock","NYSE"
"ABEV","Ambev S.A. American Depositary Shares (Each representing 1 Common Share)","NYSE"
"ABG","Asbury Automotive Group Inc Common Stock","NYSE"
"ABM","ABM Industries Incorporated Common Stock","NYSE"
"ABR","Arbor Realty Trust Common Stock","NYSE"
"ABR-PA","Arbor Realty Trust Preferred Series A","NYSE"
"ABR-PB","Arbor Realty Trust Cumulative Redeemable Preferred Series B","NYSE"
"ABR-PC","Arbor Realty Trust Cumulative Redeemable Preferred Series C","NYSE"
"ABT","Abbott Laboratories Common Stock","NYSE"
"AC","Associated Capital Group, Inc. Common Stock","NYSE"
"ACA","Arcosa, Inc. Common Stock ","NYSE"
"ACB","Aurora Cannabis Inc. Common Shares","NYSE"
"ACC","American Campus Communities Inc Common Stock","NYSE"
"ACCO","Acco Brands Corporation Common Stock","NYSE"
"ACEL","Accel Entertainment, Inc. ","NYSE"
"ACH","Aluminum Corporation of China Limited American Depositary Shares","NYSE"
"ACI","Albertsons Companies, Inc. Class A Common Stock","NYSE"
"ACIC","Atlas Crest Investment Corp. Class A Common Stock","NYSE"
"ACIC-UN","Atlas Crest Investment Corp. Units, each consisting of one Class A common stock, and one-third of one redeemable warrant","NYSE"
"ACIC-WT","Atlas Crest Investment Corp. Redeemable warrants included as part of the units, each whole warrant exercisable for one Class A common stock at an exercise price of $11.50","NYSE"
"ACII","Atlas Crest Investment Corp. II Class A Common Stock","NYSE"
"ACII-UN","Atlas Crest Investment Corp. II Units, each consisting of one Class A common stock, $.0001 par value, and one-fourth of one redeemable warrant","NYSE"
"ACII-WT","Atlas Crest Investment Corp. II Redeemable Warrants, each whole warrant exercisable for one Class A common stock at an exercise price of $11.50","NYSE"
"ACM","AECOM Common Stock","NYSE"
"ACN","Accenture plc Class A Ordinary Shares (Ireland)","NYSE"
"ACND","Ascendant Digital Acquisition Corp. Class A Ordinary Shares","NYSE"
"ACND-UN","Ascendant Digital Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant","NYSE"
"ACND-WT","Ascendant Digital Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share","NYSE"
"ACP","Aberdeen Income Credit Strategies Fund Common Shares","NYSE"
"ACR","ACRES Commercial Realty Corp. Common Stock","NYSE"
"ACR-PC","ACRES Commercial Realty Corp. 8.625% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock ","NYSE"
"ACRE","Ares Commercial Real Estate Corporation Common Stock","NYSE"
"ACV","Virtus AllianzGI Diversified Income & Convertible Fund Common Shares of Beneficial Interest","NYSE"
"ADC","Agree Realty Corporation Common Stock","NYSE"
"ADCT","ADC Therapeutics SA Common Shares","NYSE"
"ADEX","Adit EdTech Acquisition Corp. Common Stock","NYSE"
"ADEX-UN","Adit EdTech Acquisition Corp. Units, each consisting of one share of common stock, and one-half of one redeemable warrant","NYSE"
"ADEX-WT","Adit EdTech Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for shares of common stock at an exercise price of $11.50 per share","NYSE"
"ADF-UN","Aldel Financial Inc. Units, each consisting of one share of Class A common stock and one-half of one redeemable warrant","NYSE"
"ADM","Archer-Daniels-Midland Company Common Stock","NYSE"
"ADNT","Adient plc Ordinary Shares ","NYSE"
"ADS","Alliance Data Systems Corporation Common Stock","NYSE"
"ADT","ADT Inc. Common Stock","NYSE"
"ADX","Adams Diversified Equity Fund Inc.","NYSE"
"AEB","AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands)","NYSE"
"AEE","Ameren Corporation Common Stock","NYSE"
"AEFC","Aegon Funding Company LLC 5.10% Subordinated Notes due 2049","NYSE"
"AEG","AEGON N.V. Common Stock","NYSE"
"AEL","American Equity Investment Life Holding Company Common Stock","NYSE"
"AEL-PA","American Equity Investment Life Holding Company Depositary Shares, each representing a 1/1,000th interest in a share of 5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock, Series A","NYSE"
"AEL-PB","American Equity Investment Life Holding Company Depositary Shares, each representing a 1/1,000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock, Series B","NYSE"
"AEM","Agnico Eagle Mines Limited Common Stock","NYSE"
"AENZ","Aenza S.A.A. American Depositary Shares","NYSE"
"AEO","American Eagle Outfitters, Inc. Common Stock","NYSE"
"AER","AerCap Holdings N.V. Ordinary Shares","NYSE"
"AES","The AES Corporation Common Stock","NYSE"
"AESC","The AES Corporation Corporate Units","NYSE"
"AEVA","Aeva Technologies, Inc. Common Stock","NYSE"
"AEVA-WT","Aeva Technologies, Inc. Redeemable Warrants, each whole warrant exercisable for shares of common stock at an exercise price of $11.50 per share","NYSE"
"AFB","AllianceBernstein National Municipal Income Fund Inc","NYSE"
"AFG","American Financial Group, Inc. Common Stock","NYSE"
"AFGB","American Financial Group, Inc. 5.875% Subordinated Debentures due 2059","NYSE"
"AFGC","American Financial Group, Inc. 5.125% Subordinated Debentures due 2059","NYSE"
"AFGD","American Financial Group, Inc. 5.625% Subordinated Debentures due 2060","NYSE"
"AFGE","American Financial Group, Inc. 4.500% Subordinated Debentures due 2060","NYSE"
"AFI","Armstrong Flooring, Inc. Common Stock","NYSE"
"AFL","AFLAC Incorporated Common Stock","NYSE"
"AFT","Apollo Senior Floating Rate Fund Inc. Common Stock","NYSE"
"AG","First Majestic Silver Corp. Ordinary Shares (Canada)","NYSE"
"AGAC","African Gold Acquisition Corporation Class A Ordinary Shares","NYSE"
"AGAC-UN","African Gold Acquisition Corporation Units, each consisting of one Class A ordinary share and three-quarters of one redeemable warrant","NYSE"
"AGAC-WT","African Gold Acquisition Corporation Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50","NYSE"
"AGCB","Altimeter Growth Corp. 2 Class A Ordinary Shares","NYSE"
"AGCO","AGCO Corporation Common Stock","NYSE"
"AGD","Aberdeen Global Dynamic Dividend Fund","NYSE"
"AGI","Alamos Gold Inc. Class A Common Shares","NYSE"
"AGL","agilon health, inc. Common Stock","NYSE"
"AGM","Federal Agricultural Mortgage Corporation Common Stock","NYSE"
"AGM-A","Federal Agricultural Mortgage Corporation Common Stock","NYSE"
"AGM-PC","Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg","NYSE"
"AGM-PD","Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock, Series D","NYSE"
"AGM-PE","Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock, Series E","NYSE"
"AGM-PF","Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock, Series F","NYSE"
"AGO","Assured Guaranty Ltd. Common Stock","NYSE"
"AGO-PB","Assured Guaranty Ltd.","NYSE"
"AGO-PE","Assured Guaranty Ltd.","NYSE"
"AGO-PF","Assured Guaranty Ltd.","NYSE"
"AGR","Avangrid, Inc. Common Stock","NYSE"
"AGRO","Adecoagro S.A. Common Shares","NYSE"
"AGS","PlayAGS, Inc. Common Stock","NYSE"
"AGTI","Agiliti, Inc. Common Stock","NYSE"
"AGX","Argan, Inc. Common Stock","NYSE"
"AHC","A.H. Belo Corporation (TX) Common Stock","NYSE"
"AHH","Armada Hoffler Properties, Inc. Common Stock","NYSE"
"AHH-PA","Armada Hoffler Properties, Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock","NYSE"
"AHL-PC","Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares","NYSE"
"AHL-PD","Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares","NYSE"
"AHL-PE","Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares","NYSE"
"AHT","Ashford Hospitality Trust Inc Common Stock","NYSE"
"AHT-PD","Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock","NYSE"
"AHT-PF","Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock","NYSE"
"AHT-PG","Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock","NYSE"
"AHT-PH","Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock","NYSE"
"AHT-PI","Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock","NYSE"
"AI","C3.ai, Inc. Class A Common Stock","NYSE"
"AIC","Arlington Asset Investment Corp 6.750% Notes due 2025","NYSE"
"AIF","Apollo Tactical Income Fund Inc. Common Stock","NYSE"
"AIG","American International Group, Inc. New Common Stock","NYSE"
"AIG-PA","American International Group, Inc. Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock","NYSE"
"AIN","Albany International Corporation Common Stock","NYSE"
"AIO","Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund Common Shares","NYSE"
"AIR","AAR Corp. Common Stock","NYSE"
"AIRC","Apartment Income REIT Corp. Common Stock","NYSE"
"AIT","Applied Industrial Technologies, Inc. Common Stock","NYSE"
"AIV","Apartment Investment and Management Company Common Stock","NYSE"
"AIW","Arlington Asset Investment Corp 6.625% Notes due 2023","NYSE"
"AIZ","Assurant, Inc. Common Stock","NYSE"
"AIZN","Assurant, Inc. 5.25% Subordinated Notes due 2061","NYSE"
"AJAX","Ajax I Class A Ordinary Shares","NYSE"
"AJAX-UN","Ajax I Units, each consisting of one Class A ordinary share and one-fourth of one redeemable warrant","NYSE"
"AJAX-WT","Ajax I Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50","NYSE"
"AJG","Arthur J. Gallagher & Co. Common Stock","NYSE"
"AJRD","Aerojet Rocketdyne Holdings, Inc. Common Stock","NYSE"
"AJX","Great Ajax Corp. Common Stock","NYSE"
"AJXA","Great Ajax Corp. 7.25% Convertible Senior Notes due 2024","NYSE"
"AKO-A","Embotelladora Andina S.A. Common Stock","NYSE"
"AKO-B","Embotelladora Andina S.A. Common Stock","NYSE"
"AKR","Acadia Realty Trust Common Stock","NYSE"
"AL","Air Lease Corporation Class A Common Stock","NYSE"
"AL-PA","Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series A","NYSE"
"ALB","Albemarle Corporation Common Stock","NYSE"
"ALC","Alcon Inc. Ordinary Shares","NYSE"
"ALE","Allete, Inc.","NYSE"
"ALEX","Alexander & Baldwin, Inc. Common Stock REIT Holding Company","NYSE"
"ALG","Alamo Group, Inc. Common Stock","NYSE"
"ALIN-PA","Altera Infrastructure L.P. 7.25% Series A ","NYSE"
"ALIN-PB","Altera Infrastructure L.P. 8.50% Series B ","NYSE"
"ALIN-PE","Altera Infrastructure L.P. 8.875% Series E ","NYSE"
"ALK","Alaska Air Group, Inc. Common Stock","NYSE"
"ALL","Allstate Corporation (The) Common Stock","NYSE"
"ALL-PB","Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053","NYSE"
"ALL-PG","Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series G","NYSE"
"ALL-PH","Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series H","NYSE"
"ALL-PI","Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series I","NYSE"
"ALLE","Allegion plc Ordinary Shares","NYSE"
"ALLY","Ally Financial Inc. Common Stock","NYSE"
"ALLY-PA","GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities, Series 2","NYSE"
"ALP-PQ","Alabama Power Company 5.00% Class A Preferred Stock, Cumulative, Par Value $1 Per Share (Stated Capital $25 Per Share)","NYSE"
"ALSN","Allison Transmission Holdings, Inc. Common Stock","NYSE"
"ALTG","Alta Equipment Group Inc. Class A Common Stock","NYSE"
"ALTG-PA","Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock)","NYSE"
"ALUS","Alussa Energy Acquisition Corp. Class A Ordinary Shares","NYSE"
"ALUS-UN","Alussa Energy Acquisition Corp. Units, each consisting of one Class A Ordinary Share, and one-half of one redeemable warrant","NYSE"
"ALUS-WT","Alussa Energy Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50","NYSE"
"ALV","Autoliv, Inc. Common Stock","NYSE"
"ALX","Alexander's, Inc. Common Stock","NYSE"
"AM","Antero Midstream Corporation Common Stock","NYSE"
"AMBC","Ambac Financial Group, Inc. Common Stock","NYSE"
"AMBC-WT","Ambac Financial Group, Inc. Warrants","NYSE"
"AMC","AMC Entertainment Holdings, Inc. Class A Common Stock","NYSE"
"AMCR","Amcor plc Ordinary Shares","NYSE"
"AME","AMETEK, Inc.","NYSE"
"AMG","Affiliated Managers Group, Inc. Common Stock","NYSE"
"AMH","American Homes 4 Rent Common Shares of Beneficial Interest","NYSE"
"AMH-PD","American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest","NYSE"
"AMH-PE","American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest","NYSE"
"AMH-PF","American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares","NYSE"
"AMH-PG","American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest","NYSE"
"AMH-PH","American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest","NYSE"
"AMK","AssetMark Financial Holdings, Inc. Common Stock","NYSE"
"AMN","AMN Healthcare Services Inc AMN Healthcare Services Inc","NYSE"
"AMOV","America Movil, S.A.B. de C.V. Class A American Depositary Shares","NYSE"
"AMP","Ameriprise Financial, Inc. Common Stock","NYSE"
"AMPI","Advanced Merger Partners, Inc. Class A Common Stock","NYSE"
"AMPI-UN","Advanced Merger Partners, Inc. Units, each consisting of one share of Class A common stock and one-sixth of one redeemable warrant","NYSE"
"AMPI-WT","Advanced Merger Partners, Inc. Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50","NYSE"
"AMPY","Amplify Energy Corp. Common Stock","NYSE"
"AMR","Alpha Metallurgical Resources, Inc. Common Stock","NYSE"
"AMRC","Ameresco, Inc. Class A Common Stock","NYSE"
"AMRX","Amneal Pharmaceuticals, Inc. Class A Common Stock","NYSE"
"AMT","American Tower Corporation (REIT) Common Stock","NYSE"
"AMWL","American Well Corporation Class A Common Stock","NYSE"
"AMX","America Movil, S.A.B. de C.V. American Depository Receipt Series L","NYSE"
"AN","AutoNation, Inc. Common Stock","NYSE"
"ANAC","Arctos NorthStar Acquisition Corp. Class A Ordinary Shares","NYSE"
"ANAC-UN","Arctos NorthStar Acquisition Corp. Units, each consisting of one Class A ordinary share, and one-fourth of one redeemable warrant","NYSE"
"ANAC-WT","Arctos NorthStar Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50","NYSE"
"ANET","Arista Networks, Inc. Common Stock","NYSE"
"ANF","Abercrombie & Fitch Company Common Stock","NYSE"
"ANTM","Anthem, Inc. Common Stock","NYSE"
"AOD","Aberdeen Total Dynamic Dividend Fund Common Stock","NYSE"
"AON","Aon plc Class A Ordinary Shares (Ireland)","NYSE"
"AONE","one Class A Ordinary Shares","NYSE"
"AONE-UN","one Units, each consisting of one Class A Ordinary Share, and one third of one Warrant to acquire one Class A Ordinary Share","NYSE"
"AONE-WT","one Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50","NYSE"
"AOS","A.O. Smith Corporation Common Stock","NYSE"
"AP","Ampco-Pittsburgh Corporation Common Stock","NYSE"
"APAM","Artisan Partners Asset Management Inc. Class A Common Stock","NYSE"
"APD","Air Products and Chemicals, Inc. Common Stock","NYSE"
"APG","APi Group Corporation Common Stock","NYSE"
"APGB","Apollo Strategic Growth Capital II Class A Ordinary Shares","NYSE"
"APGB-UN","Apollo Strategic Growth Capital II Units, each consisting of one Class A Ordinary Share and one-fifth Warrant","NYSE"
"APGB-WT","Apollo Strategic Growth Capital II Warrants, each exercisable for one Class A Ordinary Share at an exercise price of $11.50 per share","NYSE"
"APH","Amphenol Corporation Common Stock","NYSE"
"APLE","Apple Hospitality REIT, Inc. Common Shares","NYSE"
"APO","Apollo Global Management, Inc. Class A Common Stock","NYSE"
"APO-PA","Apollo Global Management, Inc. 6.375% Series A Preferred Shares","NYSE"
"APO-PB","Apollo Global Management, Inc 6.375% Series B Preferred Shares","NYSE"
"APRN","Blue Apron Holdings, Inc. Class A Common Stock","NYSE"
"APSG","Apollo Strategic Growth Capital Class A Ordinary Shares","NYSE"
